Seat,Candidate,Party,Amount_Raised,Percent_Raised,Amount_Spent,Percent_Spent,Percent_Votes,Votes,Winner,Incumbent
AL01,Jerry Carl ,gop,"$1,971,321",96.09562371,"$1,859,349",95.92570275,64.4,"211,825",Y,N
AL01,James Averhart ,dem,"$80,095",3.904376294,"$78,973",4.074297253,35.6,"116,949",N,N
AL02,Barry Moore ,gop,"$650,807",92.07053195,"$669,368",92.28130739,65.3,"197,996",Y,N
AL02,Phyllis Harvey-Hall ,dem,"$56,050",7.929468054,"$55,988",7.718692614,34.7,"105,286",N,N
AL03,Mike D Rogers ,gop,"$1,193,111",95.95675994,"$1,218,564",96.74713287,67.5,"217,384",Y,Y
AL03,Adia Winfrey ,dem,"$50,273",4.043240061,"$40,971",3.25286713,32.5,"104,595",N,N
AZ01,Tom O'Halleran ,dem,"$3,381,353",66.86518471,"$3,324,138",67.29239518,51.6,"188,469",Y,Y
AZ01,Tiffany Shedd ,gop,"$1,675,618",33.13481529,"$1,615,704",32.70760482,48.4,"176,709",N,N
AZ02,Ann Kirkpatrick ,dem,"$1,849,862",83.15171195,"$1,384,765",78.41997427,55.1,"209,945",Y,Y
AZ02,Brandon Martin ,gop,"$374,821",16.84828805,"$381,067",21.58002573,44.9,"170,975",N,N
AZ03,Raul M Grijalva ,dem,"$843,560",95.31945283,"$655,507",93.98367526,64.6,"174,243",Y,Y
AZ03,Daniel Wood ,gop,"$41,422",4.680547175,"$41,962",6.01632474,35.4,"95,594",N,N
AZ04,Paul Gosar ,gop,"$622,151",88.96526478,"$729,892",90.14907676,69.8,"278,002",Y,Y
AZ04,Delina DiSanto ,dem,"$77,168",11.03473522,"$79,758",9.850923238,30.2,"120,484",N,N
AZ05,Andy Biggs ,gop,"$1,602,181",81.81697945,"$1,236,380",85.49346584,58.9,"262,414",Y,Y
AZ05,Joan Greene ,dem,"$356,069",18.18302055,"$209,789",14.50653416,41.1,"183,171",N,N
AZ06,David Schweikert ,gop,"$2,265,329",26.44434618,"$2,249,979",26.11189854,52.2,"217,783",Y,Y
AZ06,Hiral Tipirneni ,dem,"$6,301,073",73.55565382,"$6,366,702",73.88810146,47.8,"199,644",N,N
AZ07,Ruben Gallego ,dem,"$1,811,754",98.47307955,"$1,653,961",98.93034278,76.7,"165,452",Y,Y
AZ07,Josh Barnett ,gop,"$28,093",1.526920445,"$17,883",1.069657217,23.3,"50,226",N,N
AZ08,Debbie Lesko ,gop,"$1,605,245",81.76879924,"$987,453",73.95615745,59.6,"251,633",Y,Y
AZ08,Michael Muscato ,dem,"$357,906",18.23120076,"$347,734",26.04384255,40.4,"170,816",N,N
AZ09,Greg Stanton ,dem,"$2,001,619",93.88020913,"$1,001,350",88.51438851,61.6,"217,094",Y,Y
AZ09,Dave Giles ,gop,"$130,480",6.119790873,"$129,935",11.48561149,38.4,"135,180",N,N
AR02,French Hill ,gop,"$3,384,490",49.28663412,"$3,020,491",46.47464066,55.4,"184,093",Y,Y
AR02,Joyce Elliott ,dem,"$3,482,463",50.71336588,"$3,478,733",53.52535934,44.6,"148,410",N,N
AR03,Steve Womack ,gop,"$1,127,158",76.03335555,"$923,120",72.2082205,64.3,"214,960",Y,Y
AR03,Celeste Williams ,dem,"$355,294",23.96664445,"$355,294",27.7917795,31.8,"106,325",N,N
AR04,Bruce Westerman ,gop,"$1,407,770",92.76676615,"$1,102,573",90.8023514,69.7,"191,617",Y,Y
AR04,William Hanson ,dem,"$109,767",7.233233852,"$111,683",9.197648601,27.5,"75,750",N,N
CA01,Doug LaMalfa ,gop,"$1,219,556",33.12818075,"$1,155,945",31.98868388,57,"204,190",Y,Y
CA01,Audrey Denney ,dem,"$2,461,769",66.87181925,"$2,457,661",68.01131612,43,"154,073",N,N
CA02,Jared Huffman ,dem,"$899,419",99.34599156,"$797,753",99.72535783,75.7,"294,435",Y,Y
CA02,Dale Mensing ,gop,"$5,921",0.654008439,"$2,197",0.274642165,24.3,"94,320",N,N
CA03,John Garamendi ,dem,"$1,054,066",72.63584775,"$667,320",63.43924921,54.7,"176,043",Y,Y
CA03,Tamika Hamilton ,gop,"$397,099",27.36415225,"$384,584",36.56075079,45.3,"145,945",N,N
CA04,Tom McClintock ,gop,"$2,053,363",40.58524528,"$2,107,248",41.23950542,55.9,"247,291",Y,Y
CA04,Brynne Kennedy ,dem,"$3,006,020",59.41475472,"$3,002,532",58.76049458,44.1,"194,731",N,N
CA06,Doris Matsui ,dem,"$1,019,605",95.79359569,"$1,073,529",96.01514378,73.3,"229,648",Y,Y
CA06,Christine Bish ,gop,"$44,772",4.20640431,"$44,554",3.984856223,26.7,"83,466",N,N
CA07,Ami Bera ,dem,"$1,757,748",97.56464168,"$1,053,444",97.26570507,56.6,"217,416",Y,Y
CA07,Buzz Patterson ,gop,"$43,876",2.435358321,"$29,614",2.734294932,43.4,"166,549",N,N
CA08,Jay Obernolte ,gop,"$1,861,647",50.04901001,"$1,792,064",49.1154465,56.1,"158,711",Y,N
CA08,Chris Bubser ,dem,"$1,858,001",49.95098999,"$1,856,613",50.8845535,43.9,"124,400",N,N
CA09,Jerry McNerney ,dem,"$1,177,959",95.75859215,"$1,112,543",95.52037489,57.6,"174,252",Y,Y
CA09,Tony Amador ,gop,"$52,175",4.241407847,"$52,175",4.479625111,42.4,"128,358",N,N
CA10,Josh Harder ,dem,"$7,400,135",83.83819433,"$3,950,613",69.645068,55.2,"166,865",Y,Y
CA10,Ted Howze ,gop,"$1,426,552",16.16180567,"$1,721,882",30.354932,44.8,"135,629",N,N
CA12,Nancy Pelosi ,dem,"$27,359,508",94.23789655,"$22,064,953",93.04053228,77.6,"281,776",Y,Y
CA12,Shahid Buttar ,dem,"$1,672,876",5.76210345,"$1,650,467",6.959467722,22.4,"81,174",N,N
CA13,Barbara Lee ,dem,"$1,828,213",99.46470502,"$1,750,142",99.43728743,90.4,"327,863",Y,Y
CA13,Nikka Piterman ,gop,"$9,839",0.535294975,"$9,904",0.562712565,9.6,"34,955",N,N
CA16,Jim Costa ,dem,"$2,135,525",88.94726079,"$1,835,244",87.36727652,59.4,"128,690",Y,Y
CA16,Kevin Cookingham ,gop,"$265,364",11.05273921,"$265,364",12.63272348,40.6,"88,039",N,N
CA17,Ro Khanna ,dem,"$3,837,982",95.62638065,"$2,455,457",93.34663133,71.3,"212,137",Y,Y
CA17,Ritesh Tandon ,gop,"$175,536",4.373619353,"$175,015",6.653368673,28.7,"85,199",N,N
CA18,Anna Eshoo ,dem,"$2,114,909",75.82243093,"$2,059,158",74.84864214,63.2,"217,388",Y,Y
CA18,Rishi Kumar ,dem,"$674,383",24.17756907,"$691,938",25.15135786,36.8,"126,751",N,N
CA19,Zoe Lofgren ,dem,"$1,755,555",99.48364196,"$1,731,700",99.3379003,71.7,"224,385",Y,Y
CA19,Justin Aguilera ,gop,"$9,112",0.516358044,"$11,542",0.662099697,28.3,"88,642",N,N
CA20,Jimmy Panetta ,dem,"$2,009,894",96.74449634,"$1,592,671",96.08190789,76.8,"236,896",Y,Y
CA20,Jeff Gorman ,gop,"$67,634",3.255503656,"$64,947",3.918092106,23.2,"71,658",N,N
CA21,David Valadao ,gop,"$4,067,880",41.66613319,"$3,982,587",41.15691764,50.4,"85,928",Y,N
CA21,TJ Cox ,dem,"$5,695,157",58.33386681,"$5,694,005",58.84308236,49.6,"84,406",N,Y
CA22,Devin Nunes ,gop,"$26,825,212",84.04767127,"$20,156,093",79.92652393,54.2,"170,888",Y,Y
CA22,Phil Arballo ,dem,"$5,091,451",15.95232873,"$5,062,185",20.07347607,45.8,"144,251",N,N
CA23,Kevin McCarthy ,gop,"$27,780,644",94.32596948,"$24,265,583",93.57766447,62.1,"190,222",Y,Y
CA23,Kim Mangone ,dem,"$1,671,101",5.67403052,"$1,665,373",6.422335528,37.9,"115,896",N,N
CA24,Salud Carbajal ,dem,"$2,117,836",61.98603655,"$1,451,622",53.37196823,58.7,"212,564",Y,Y
CA24,Andy Caldwell ,gop,"$1,298,798",38.01396345,"$1,268,199",46.62803177,41.3,"149,781",N,N
CA25,Mike Garcia ,gop,"$9,962,507",62.49909898,"$9,584,648",62.26577125,50,"169,638",Y,Y
CA25,Christy Smith ,dem,"$5,977,734",37.50090102,"$5,808,477",37.73422875,50,"169,305",N,N
CA27,Judy Chu ,dem,"$1,213,706",96.84159293,"$956,298",96.06622888,69.8,"221,411",Y,Y
CA27,Johnny Nalbandian ,gop,"$39,584",3.158407073,"$39,159",3.933771122,30.2,"95,907",N,N
CA28,Adam Schiff ,dem,"$19,382,855",82.59207777,"$10,188,664",72.88711082,72.7,"244,271",Y,Y
CA28,Eric Early ,gop,"$4,085,322",17.40792223,"$3,790,027",27.11288918,27.3,"91,928",N,N
CA29,Tony Cardenas ,dem,"$1,419,697",94.78675106,"$1,213,588",94.06091233,56.6,"119,420",Y,Y
CA29,Angelica Duenas ,dem,"$78,083",5.213248942,"$76,627",5.939087671,43.4,"91,524",N,N
CA31,Pete Aguilar ,dem,"$2,475,748",94.6953357,"$1,861,434",93.57038336,61.3,"175,315",Y,Y
CA31,Agnes Gibboney ,gop,"$138,687",5.304664296,"$127,907",6.429616642,38.7,"110,735",N,N
CA32,Grace Napolitano ,dem,"$478,426",95.29449258,"$251,047",94.62937485,66.6,"172,942",Y,Y
CA32,Joshua Scott ,gop,"$23,624",4.70550742,"$14,248",5.370625153,33.4,"86,818",N,N
CA33,Ted Lieu ,dem,"$1,661,436",95.46584415,"$1,582,573",95.24346296,67.6,"257,094",Y,Y
CA33,James Bradley ,gop,"$78,910",4.534155852,"$79,035",4.756537041,32.4,"123,334",N,N
CA34,Jimmy Gomez ,dem,"$1,401,166",87.86965476,"$1,268,312",94.04008177,53,"108,792",Y,Y
CA34,David Kim ,dem,"$193,430",12.13034524,"$80,381",5.959918232,47,"96,554",N,N
CA35,Norma Torres ,dem,"$654,727",94.77259568,"$664,600",94.87305768,69.3,"169,405",Y,Y
CA35,Mike Cargile ,gop,"$36,113",5.227404319,"$35,915",5.126942321,30.7,"74,941",N,N
CA36,Raul Ruiz ,dem,"$2,402,624",97.79322309,"$1,732,443",96.98591992,60.3,"185,151",Y,Y
CA36,Erin Cruz ,gop,"$54,217",2.206776914,"$53,840",3.014080076,39.7,"121,698",N,N
CA37,Karen Bass ,dem,"$2,216,467",97.09146183,"$1,202,942",87.35848043,85.9,"254,916",Y,Y
CA37,Errol Webber ,gop,"$66,398",2.908538175,"$174,076",12.64151957,14.1,"41,705",N,N
CA39,Young Kim ,gop,"$6,424,556",59.51589712,"$6,021,651",58.05615345,50.6,"173,946",Y,N
CA39,Gil Cisneros ,dem,"$4,370,133",40.48410288,"$4,350,464",41.94384655,49.4,"169,837",N,Y
CA40,Lucille Roybal-Allard ,dem,"$739,790",89.69282399,"$741,379",90.34057191,72.7,"135,572",Y,Y
CA40,Antonio Delgado ,gop,"$85,014",10.30717601,"$79,270",9.659428087,27.3,"50,809",N,N
CA41,Mark Takano ,dem,"$1,020,456",60.70117791,"$949,494",58.99665901,64,"168,126",Y,Y
CA41,Aja Smith ,gop,"$660,658",39.29882209,"$659,909",41.00334099,36,"94,447",N,N
CA42,Ken Calvert ,gop,"$1,441,812",91.72549761,"$1,549,113",92.3247879,57.1,"210,274",Y,Y
CA42,Liam O'Mara ,dem,"$130,065",8.274502394,"$128,782",7.675212096,42.9,"157,773",N,N
CA43,Maxine Waters ,dem,"$1,836,660",14.8197984,"$1,906,957",16.12231423,71.7,"199,210",Y,Y
CA43,Joe Collins ,gop,"$10,556,626",85.1802016,"$9,921,103",83.87768577,28.3,"78,688",N,N
CA45,Katie Porter ,dem,"$16,627,706",93.03007871,"$6,443,700",83.84324954,53.5,"221,843",Y,Y
CA45,Greg Raths ,gop,"$1,245,767",6.969921291,"$1,241,713",16.15675046,46.5,"193,096",N,N
CA47,Alan Lowenthal ,dem,"$678,648",96.40571063,"$854,902",97.54255853,63.3,"197,028",Y,Y
CA47,John Briscoe ,gop,"$25,302",3.594289367,"$21,538",2.457441468,36.7,"114,371",N,N
CA48,Michelle Steel ,gop,"$6,305,665",51.37197592,"$6,148,591",49.895107,51.1,"201,738",Y,N
CA48,Harley Rouda ,dem,"$5,968,858",48.62802408,"$6,174,443",50.104893,48.9,"193,362",N,Y
CA49,Mike Levin ,dem,"$3,845,768",57.77878405,"$2,901,566",50.81744788,53.1,"205,349",Y,Y
CA49,Brian Maryott ,gop,"$2,810,253",42.22121595,"$2,808,217",49.18255212,46.9,"181,157",N,N
CA50,Darrell Issa ,gop,"$11,239,670",64.27119811,"$10,947,106",63.66496096,54,"195,521",Y,N
CA50,Ammar Campa-Najjar ,dem,"$6,248,210",35.72880189,"$6,247,762",36.33503904,46,"166,869",N,N
CA51,Juan Vargas ,dem,"$799,734",90.52253403,"$801,671",90.80458468,68.3,"165,596",Y,Y
CA51,Juan Hidalgo ,gop,"$83,730",9.477465975,"$81,182",9.195415318,31.7,"76,841",N,N
CO02,Joseph Neguse ,dem,"$1,353,325",93.22583823,"$674,602",87.27740834,61.5,"316,925",Y,Y
CO02,Charles Winn ,gop,"$98,338",6.774161772,"$98,338",12.72259166,35.4,"182,547",N,N
CO03,Lauren Boebert ,gop,"$2,989,510",37.37922905,"$2,632,716",34.56389523,51.4,"220,634",Y,N
CO03,Diane Mitsch Bush ,dem,"$5,008,274",62.62077095,"$4,984,238",65.43610477,45.2,"194,122",N,N
CO04,Ken Buck ,gop,"$478,984",56.42706941,"$539,393",71.27370701,60.1,"285,606",Y,Y
CO04,Ike McCorkle ,dem,"$369,871",43.57293059,"$217,398",28.72629299,36.6,"173,945",N,N
CO05,Doug Lamborn ,gop,"$540,712",74.48162244,"$329,011",65.20763677,57.6,"249,013",Y,Y
CO05,Jillian Freeland ,dem,"$185,255",25.51837756,"$175,548",34.79236323,37.4,"161,600",N,N
CO06,Jason Crow ,dem,"$4,136,137",77.51100832,"$2,892,443",70.71145807,57.1,"250,314",Y,Y
CO06,Steven House ,gop,"$1,200,056",22.48899168,"$1,198,044",29.28854193,40,"175,192",N,N
CO07,Ed Perlmutter ,dem,"$1,632,262",91.69320961,"$1,339,482",90.0580494,59.1,"250,525",Y,Y
CO07,Casper Stockham ,gop,"$147,872",8.306790388,"$147,872",9.941950605,37.6,"159,301",N,N
CT01,John Larson ,dem,"$1,377,238",98.08870473,"$1,323,690",98.13776312,63.8,"222,668",Y,Y
CT01,Mary Fay ,gop,"$26,836",1.911295274,"$25,118",1.862236879,35,"122,111",N,N
CT02,Joe Courtney ,dem,"$964,731",92.32246655,"$999,360",92.69408892,59.4,"217,982",Y,Y
CT02,Justin Anderson ,gop,"$80,227",7.677533451,"$78,767",7.305911085,38.2,"140,340",N,N
CT03,Rosa DeLauro ,dem,"$1,938,999",51.32235191,"$1,795,635",49.45263314,58.7,"203,265",Y,Y
CT03,Margaret Streicker ,gop,"$1,839,080",48.67764809,"$1,835,385",50.54736686,39.8,"137,596",N,N
CT04,Jim Himes ,dem,"$1,612,935",98.07902095,"$2,180,029",99.20884276,62.2,"223,832",Y,Y
CT04,Jonathan Riddle ,gop,"$31,591",1.920979054,"$17,385",0.791157242,36.3,"130,627",N,N
CT05,Jahana Hayes ,dem,"$2,037,826",83.68135787,"$1,564,685",79.74725479,55.1,"192,484",Y,Y
CT05,David Sullivan ,gop,"$397,395",16.31864213,"$397,370",20.25274521,43.5,"151,988",N,N
DE01,Lisa Blunt Rochester ,dem,"$2,024,201",93.9045136,"$1,305,618",90.82686368,57.6,"281,382",Y,Y
DE01,Lee Murphy ,gop,"$131,394",6.095486397,"$131,862",9.173136322,40.2,"196,392",N,N
FL01,Matt Gaetz ,gop,"$5,946,646",74.59654066,"$4,482,782",70.22745371,64.6,"283,352",Y,Y
FL01,Phil Ehr ,dem,"$2,025,099",25.40345934,"$1,900,451",29.77254629,34,"149,172",N,N
FL03,Kat Cammack ,gop,"$1,122,188",83.85745425,"$1,090,334",83.26707101,57.1,"223,075",Y,N
FL03,Adam Christensen ,dem,"$216,021",16.14254575,"$219,108",16.73292899,42.9,"167,326",N,N
FL04,John Rutherford ,gop,"$1,024,912",50.28838572,"$1,283,701",55.88943679,61.1,"308,497",Y,Y
FL04,Donna Deegan ,dem,"$1,013,157",49.71161428,"$1,013,157",44.11056321,38.9,"196,423",N,N
FL05,Al Lawson ,dem,"$848,498",85.24131335,"$695,779",82.56662015,65.1,"219,463",Y,Y
FL05,Gary Adler ,gop,"$146,909",14.75868665,"$146,909",17.43337985,34.9,"117,510",N,N
FL06,Michael Waltz ,gop,"$2,549,667",99.05554712,"$1,716,768",98.72048552,60.6,"265,393",Y,Y
FL06,Clint Curtis ,dem,"$24,310",0.944452884,"$22,251",1.279514485,39.4,"172,305",N,N
FL07,Stephanie Murphy ,dem,"$3,124,692",74.93054153,"$1,798,549",63.55600002,55.3,"224,946",Y,Y
FL07,Leo Valentin ,gop,"$1,045,426",25.06945847,"$1,031,316",36.44399998,43.2,"175,750",N,N
FL08,Bill Posey ,gop,"$985,268",87.67008709,"$1,121,834",88.99037302,61.4,"282,093",Y,Y
FL08,James Kennedy ,dem,"$138,568",12.32991291,"$138,790",11.00962698,38.6,"177,695",N,N
FL09,Darren Soto ,dem,"$1,111,750",73.32688721,"$945,868",70.22263533,56,"240,724",Y,Y
FL09,William Olson ,gop,"$404,406",26.67311279,"$401,088",29.77736467,44,"188,889",N,N
FL10,Val Demings ,dem,"$1,876,047",84.83039095,"$1,191,020",78.15748304,63.6,"239,434",Y,Y
FL10,Vennia Francois ,gop,"$335,480",15.16960905,"$332,852",21.84251696,36.4,"136,889",N,N
FL11,Daniel Webster ,gop,"$691,261",91.6890276,"$586,965",90.39339642,66.7,"316,979",Y,Y
FL11,Dana Cottrell ,dem,"$62,658",8.310972399,"$62,380",9.606603577,33.3,"158,094",N,N
FL12,Gus Bilirakis ,gop,"$1,604,137",97.40111807,"$1,548,634",97.87988456,62.9,"284,941",Y,Y
FL12,Kim Walker ,dem,"$42,802",2.598881926,"$33,544",2.120115436,37.1,"168,194",N,N
FL13,Charlie Crist ,dem,"$2,720,646",45.1665203,"$3,980,695",54.95972556,53,"215,405",Y,Y
FL13,Anna Paulina Luna ,gop,"$3,302,944",54.8334797,"$3,262,236",45.04027444,47,"190,713",N,N
FL14,Kathy Castor ,dem,"$884,651",78.51037678,"$1,201,653",83.2838707,60.3,"224,240",Y,Y
FL14,Christine Quinn ,gop,"$242,144",21.48962322,"$241,187",16.7161293,39.7,"147,896",N,N
FL15,Scott Franklin ,gop,"$1,663,898",41.62918184,"$1,638,417",41.59882131,55.4,"216,374",Y,N
FL15,Alan Cohn ,dem,"$2,333,053",58.37081816,"$2,300,197",58.40117869,44.6,"174,297",N,N
FL16,Vernon Buchanan ,gop,"$3,094,611",47.56158232,"$3,100,766",47.640979,55.5,"269,001",Y,Y
FL16,Margaret Good ,dem,"$3,411,924",52.43841768,"$3,407,845",52.359021,44.5,"215,683",N,N
FL17,Greg Steube ,gop,"$759,908",90.10172056,"$621,200",88.81352734,64.6,"266,514",Y,Y
FL17,Allen Ellison ,dem,"$83,481",9.898279442,"$78,243",11.18647266,34.1,"140,487",N,N
FL18,Brian Mast ,gop,"$6,128,177",78.88951539,"$5,301,307",76.45333321,56.3,"253,286",Y,Y
FL18,Pam Keith ,dem,"$1,639,873",21.11048461,"$1,632,736",23.54666679,41.5,"186,674",N,N
FL19,Byron Donalds ,gop,"$3,219,579",93.74695901,"$2,738,685",93.08558639,61.3,"272,440",Y,N
FL19,Cindy Banyai ,dem,"$214,750",6.253040987,"$203,430",6.914413611,38.7,"172,146",N,N
FL20,Alcee Hastings ,dem,"$607,649",95.45164655,"$543,316",95.17599947,78.7,"253,661",Y,Y
FL20,Greg Musselwhite ,gop,"$28,955",4.54835345,"$27,538",4.824000533,21.3,"68,748",N,N
FL21,Lois Frankel ,dem,"$1,534,882",40.32280691,"$1,309,786",36.89044424,59,"237,925",Y,Y
FL21,Laura Loomer ,gop,"$2,271,604",59.67719309,"$2,240,689",63.10955576,39.1,"157,612",N,N
FL22,Ted Deutch ,dem,"$1,364,438",83.05290671,"$1,265,494",81.96682449,58.6,"235,764",Y,Y
FL22,Jim Pruden ,gop,"$278,416",16.94709329,"$278,416",18.03317551,41.4,"166,553",N,N
FL23,Debbie Wasserman Schultz ,dem,"$2,191,922",70.44580735,"$1,979,903",68.66404436,58.2,"221,239",Y,Y
FL23,Carla Spalding ,gop,"$919,579",29.55419265,"$903,561",31.33595564,41.8,"158,874",N,N
FL24,Frederica Wilson ,dem,"$412,592",92.18593947,"$321,019",90.19211751,75.6,"218,825",Y,Y
FL24,Lavern Spicer ,gop,"$34,973",7.814060528,"$34,909",9.807882493,20.4,"59,084",N,N
FL26,Carlos Gimenez ,gop,"$2,226,559",24.68447065,"$2,187,389",24.27699981,51.7,"177,223",Y,N
FL26,Debbie Mucarsel-Powell ,dem,"$6,793,521",75.31552935,"$6,822,740",75.72300019,48.3,"165,407",N,Y
FL27,Maria Salazar ,gop,"$3,654,190",48.7413995,"$3,645,814",49.38936137,51.4,"176,141",Y,N
FL27,Donna Shalala ,dem,"$3,842,907",51.2586005,"$3,735,966",50.61063863,48.6,"166,758",N,Y
GA01,Buddy Carter ,gop,"$2,315,487",94.68242058,"$1,734,754",93.27868094,58.3,"189,457",Y,Y
GA01,Joyce Griggs ,dem,"$130,043",5.31757942,"$125,000",6.721319056,41.7,"135,238",N,N
GA02,Sanford Bishop ,dem,"$1,540,683",90.36491829,"$1,440,571",89.86197307,59.1,"161,397",Y,Y
GA02,Don Cole ,gop,"$164,274",9.635081706,"$162,522",10.13802693,40.9,"111,620",N,N
GA03,Drew Ferguson ,gop,"$2,374,212",98.51608358,"$2,150,911",98.53650514,65,"241,526",Y,Y
GA03,Val Almonord ,dem,"$35,762",1.483916424,"$31,946",1.46349486,35,"129,792",N,N
GA05,Nikema Williams ,dem,"$553,964",64.47116823,"$362,801",54.62726929,85.1,"301,857",Y,N
GA05,Angela Stanton-King ,gop,"$305,279",35.52883177,"$301,338",45.37273071,14.9,"52,646",N,N
GA06,Lucy McBath ,dem,"$8,507,298",73.76137129,"$8,586,054",73.64323107,54.6,"216,775",Y,Y
GA06,Karen Handel ,gop,"$3,026,243",26.23862871,"$3,072,932",26.35676893,45.4,"180,329",N,N
GA07,Carolyn Bourdeaux ,dem,"$5,133,244",66.41803462,"$5,161,230",66.81243668,51.4,"190,900",Y,N
GA07,Richard McCormick ,gop,"$2,595,446",33.58196538,"$2,563,724",33.18756332,48.6,"180,564",N,N
GA08,Austin Scott ,gop,"$821,745",99.09795291,"$716,159",99.27638592,64.5,"198,701",Y,Y
GA08,Lindsay Holliday ,dem,"$7,480",0.902047092,"$5,220",0.723614078,35.5,"109,264",N,N
GA09,Andrew Clyde ,gop,"$1,569,425",94.90402414,"$1,561,316",94.85867945,78.6,"292,750",Y,N
GA09,Devin Pandy ,dem,"$84,272",5.095975865,"$84,623",5.141320547,21.4,"79,797",N,N
GA10,Jody Hice ,gop,"$595,947",97.57545988,"$457,648",97.40051334,62.3,"235,810",Y,Y
GA10,Tabitha Johnson-Green ,dem,"$14,808",2.424540118,"$12,214",2.599486658,37.7,"142,636",N,N
GA11,Barry Loudermilk ,gop,"$877,767",68.44763536,"$700,851",63.95629606,60.4,"245,259",Y,Y
GA11,Dana Barrett ,dem,"$404,625",31.55236464,"$394,977",36.04370394,39.6,"160,623",N,N
GA12,Richard W Allen ,gop,"$1,228,970",94.46123882,"$662,818",90.19416802,58.4,"181,038",Y,Y
GA12,Liz Johnson ,dem,"$72,061",5.538761182,"$72,061",9.805831981,41.6,"129,061",N,N
GA13,David Scott ,dem,"$1,209,614",95.01155819,"$1,131,746",94.73206655,77.4,"279,045",Y,Y
GA13,Becky Hites ,gop,"$63,509",4.988441808,"$62,935",5.267933448,22.6,"81,476",N,N
HI01,Ed Case ,dem,"$508,249",97.59248983,"$472,569",97.39353195,72,"183,245",N,Y
HI01,Ron Curtis ,gop,"$12,538",2.407510172,"$12,647",2.606468047,28,"71,188",N,N
HI02,Kai Kahele ,dem,"$1,235,523",95.77274493,"$1,039,637",94.94566572,63,"171,517",Y,N
HI02,Joe Akana ,gop,"$54,534",4.227255075,"$55,344",5.054334276,30.9,"84,027",N,N
ID01,Russ Fulcher ,gop,"$575,485",65.51611078,"$508,457",62.66732729,67.8,"310,736",Y,Y
ID01,Rudy Soto ,dem,"$302,902",34.48388922,"$302,902",37.33267271,28.6,"131,380",N,N
ID02,Mike Simpson ,gop,"$1,008,847",93.45320749,"$1,099,604",93.99353092,64.1,"250,669",Y,Y
ID02,Aaron Swisher ,dem,"$70,674",6.546792513,"$70,268",6.006469084,31.7,"124,151",N,N
IL01,Bobby Rush ,dem,"$541,435",98.85179397,"$496,454",98.99342376,73.8,"239,943",Y,Y
IL01,Philanise White ,gop,"$6,289",1.148206031,"$5,048",1.006576245,26.2,"85,027",N,N
IL03,Marie Newman ,dem,"$2,802,093",95.61659224,"$2,699,323",95.47342467,56.4,"172,997",Y,N
IL03,Mike Fricilone ,gop,"$128,458",4.383407762,"$127,980",4.526575326,43.6,"133,851",N,N
IL04,Jesus Garcia ,dem,"$822,846",99.74966996,"$711,159",99.88160146,84.1,"187,219",Y,Y
IL04,Jesus Solorio Jr ,gop,"$2,065",0.250330036,$843,0.118398544,15.9,"35,518",N,N
IL06,Sean Casten ,dem,"$5,582,179",63.86969033,"$5,313,570",62.88967472,52.8,"213,777",Y,Y
IL06,Jeanne Ives ,gop,"$3,157,771",36.13030967,"$3,135,464",37.11032528,45.4,"183,891",N,N
IL10,Brad Schneider ,dem,"$3,459,512",96.37229691,"$2,873,333",97.79571607,63.9,"202,402",Y,Y
IL10,Valerie Ramirez Mukherjee ,gop,"$130,225",3.627703088,"$64,764",2.204283929,36.1,"114,442",N,N
